name,minplayers,minplaytime,maxplaytime,minage,average,avgweight
Jamaica,2,30,60,8,7.05346,1.6514
ZhanGuo,2,60,120,12,7.6044399999999985,3.8255
Time's Up!,4,90,90,12,7.3052899999999985,1.2143
Love Letter Premium,2,20,30,8,7.5045,1.2951
Citadels,2,30,60,10,7.35014,1.9882
Shakespeare,1,20,90,13,7.4520300000000015,3.0068
Luna  In the Domain of the Moon Priestess,1,60,100,12,7.340160000000001,3.3449
Torres,2,60,60,12,7.144419999999998,2.8755
Black Orchestra,1,90,90,14,7.53378,2.3763
Myrmes,2,60,120,13,7.2953100000000015,3.4416
Up Front,2,60,60,12,7.85636,3.3935
\u62c9\u65af\u7dad\u52a0\u65af Las Vegas,2,30,30,8,7.12285,1.1905
Cuba,2,75,120,10,7.151439999999999,3.2682
Dice Throne  Season One,2,20,40,8,7.7538399999999985,2.0588
Lord of the Rings  The Confrontation,2,30,30,12,7.20162,2.1911
Fury of Dracula (Second Edition),2,180,180,10,7.14042,2.949
Formula D,2,60,60,8,7.03227,1.9783
Mr. Jack,2,30,30,9,7.03403,2.1862
Betrayal at House on the Hill,3,60,60,12,7.07163,2.3757
Exit  The Game \u2013 The Pharaoh's Tomb,1,45,90,12,7.29555,2.8085
Specter Ops,2,60,120,13,7.2592,2.3896
The Duke,2,30,30,13,7.43748,2.5167
Valeria  Card Kingdoms,1,30,45,13,7.463489999999998,1.9481
Horrified,1,60,60,10,7.91834,2.0385
War Chest,2,30,30,14,7.989039999999998,2.3125
Tokaido,2,45,45,8,7.02865,1.7599
Escape  The Curse of the Temple,1,10,10,8,7.0137100000000006,1.4847
Steampunk Rally,2,45,60,14,7.2568800000000016,2.55
Vegas Showdown,3,75,75,12,7.18393,2.3563
Cuba Libre,1,180,180,0,7.72968,3.5380000000000003
Advanced Squad Leader  Starter Kit #1,2,120,120,13,7.8040699999999985,3.7343
Cry Havoc,2,60,120,10,7.27071,3.2877
Nusfjord,1,20,100,12,7.543710000000001,2.9130000000000003
Medici,2,60,60,10,7.14422,2.2631
Eminent Domain,2,45,45,10,7.07625,2.502
The Downfall of Pompeii,2,45,45,10,7.132689999999998,1.8452
Summoner Wars  Alliances Master Set,2,45,45,9,8.1887,2.6905
Twice As Clever,1,30,30,10,7.559069999999998,2.3214
Star Trek  Fleet Captains,2,90,120,14,7.5350899999999985,3.0496
Arcadia Quest  Inferno,2,60,120,13,8.10116,2.3125
The Taverns of Tiefenthal,2,60,60,12,7.67365,2.6176
Love Letter  Batman,2,20,20,10,7.28905,1.1833
K2,1,30,60,8,7.0964100000000006,2.261
Ashes  Rise of the Phoenixborn,2,30,120,14,7.337389999999999,2.9079
Shipyard,2,120,120,11,7.3646,3.5036
Space Hulk,2,45,45,12,7.46391,2.5063
Arkwright,2,120,240,12,7.903410000000001,4.56
Conflict of Heroes  Awakening the Bear! \u2013 Russia 1941-42,1,120,120,10,7.52711,3.0
Napoleon's Triumph,2,180,180,12,7.98856,3.6409
Kingdom Builder,2,45,45,8,6.97393,2.069
Middle-Earth Quest,2,180,180,13,7.377489999999999,3.5472
Exit  The Game \u2013 Dead Man on the Orient Express,1,45,90,12,7.86867,2.6452
Cartographers  A Roll Player Tale,1,30,45,10,7.6905899999999985,1.9683
Tash-Kalar  Arena of Legends,2,30,60,13,7.19773,2.8352
Zombicide Season 2  Prison Outbreak,1,60,60,13,7.4184899999999985,2.6977
Elder Sign,1,90,90,13,6.99408,2.3508
Yspahan,2,45,60,8,7.097389999999999,2.3647
Too Many Bones  Undertow,1,60,180,12,8.860439999999997,4.0392
Coloretto   10 years edition,2,30,30,8,6.96719,1.2856
Awkward Guests,1,45,75,12,7.80112,2.4194
Dice Throne  Season Two \u2013 Battle Chest,2,20,40,8,8.2552,2.1111
1989  Dawn of Freedom,2,150,150,12,7.799860000000002,3.2952
BANG! The Dice Game,3,15,15,8,6.97805,1.2778
Washington's War,2,90,90,0,7.65085,2.8443
Cacao,2,45,45,8,7.120360000000002,1.816
Empires  Age of Discovery,2,50,150,10,7.908010000000001,3.3506
Vas\u00fatvonal  S\u00f6t\u00e9tk\u00e9k Kiad\u00e1s,1,20,30,8,7.31765,1.5195
Among the Stars,2,30,30,12,7.12172,2.2373
Churchill,1,60,300,14,7.703310000000001,3.2472
Vast  The Crystal Caverns,1,75,75,10,7.24135,3.5342
Gl\u00fcck Auf,2,60,75,10,7.30174,2.5731
Sidereal Confluence  Trading and Negotiation in the Elysian Quadrant,4,120,180,14,7.794789999999999,3.6923
World Without End,2,90,120,12,7.270289999999998,2.8161
Yamata\u00ef,2,40,80,13,7.2378300000000015,2.8968
Barrage,1,60,120,14,7.7408,3.9075
Das Orakel von Delphi,2,70,100,12,7.31686,3.0196
Tajemnicze Domostwo,2,30,60,8,7.22388,1.8639
Between Two Cities,1,25,25,8,7.04944,1.8161
Star Realms  Frontiers,1,20,45,12,8.08325,1.9677
Leaving Earth,1,60,180,12,7.8224,3.6541
Vasco da Gama,2,60,120,12,7.26693,3.2283
Dragon Castle,2,30,45,8,7.303089999999999,2.0149
Warhammer  Invasion,2,45,45,13,7.23429,2.7299
Century  Eastern Wonders,2,30,45,8,7.294410000000001,2.141
Telestrations  12 Player Party Pack,4,30,30,12,7.7911100000000015,1.0857
D-Day at Omaha Beach,1,480,480,12,8.24142,3.4253
Marvel Dice Masters  Avengers vs. X-Men,2,60,60,14,7.1928600000000005,2.291
King of New York,2,40,40,10,6.998310000000001,1.8602
The Mind,2,15,15,8,6.9897100000000005,1.0772
Onirim (second edition),1,15,15,10,7.13374,1.582
Yedo,2,120,180,14,7.40627,3.36
Spyfall,3,15,15,13,6.9454699999999985,1.25
The Networks,1,60,90,13,7.24216,2.5227
Panamax,2,100,100,12,7.34465,3.7738
Pax Renaissance,2,60,120,12,8.038310000000001,4.3077
Super Motherload,2,60,75,13,7.42086,2.2788
Tiefseeabenteuer,2,30,30,8,7.06434,1.1881
Blackout  Hong Kong,1,75,150,14,7.57758,3.5417
One Deck Dungeon,1,30,45,14,7.166919999999998,2.0261
Carcassonne  The Castle,2,30,30,8,7.09305,1.9845
Tribune  Primus Inter Pares,2,60,120,12,7.2347800000000015,2.8762
13 Days  The Cuban Missile Crisis,2,30,45,10,7.38334,2.3402
Zombicide  Green Horde,1,60,60,14,7.897769999999999,2.5
Exit  The Game \u2013 The Secret Lab,1,45,150,12,7.1985199999999985,2.6444
Dungeons & Dragons  The Legend of Drizzt Board Game,1,60,60,12,7.268860000000001,2.6036
Warhammer Underworlds  Shadespire,2,30,30,12,7.88983,2.449
Saint Petersburg (second edition),2,60,60,13,7.517360000000001,2.6869
Ascension  Deckbuilding Game,1,30,30,13,7.03297,2.1502
Mexica,2,90,90,10,7.22245,2.7194
Diplomacy,2,360,360,12,7.05006,3.361
Summoner Wars  Phoenix Elves vs Tundra Orcs,2,30,30,9,7.54583,2.3165
Wir sind das Volk!,2,60,150,12,7.869860000000001,3.6781
Tinners' Trail,3,60,90,13,7.280989999999999,2.8276
HeroQuest,2,90,90,10,7.11401,2.1584
Star Wars  The Card Game,2,30,60,10,7.23515,2.9509
Squad Leader,2,60,60,14,7.49177,4.0373
Star Trek  Ascendancy,3,180,180,14,7.791460000000002,3.1471
Reef,2,30,45,8,7.172910000000001,1.8621
Conflict of Heroes  Awakening the Bear! \u2013 Operation Barbarossa 1941 (second edition),2,60,180,13,7.9881,3.2748
Virgin Queen,2,420,420,12,8.04992,4.3968
Legendary  A Marvel Deck Building Game \u2013 Villains,1,45,45,14,7.63088,2.7123
Brew Crafters,2,90,90,12,7.49718,3.5802
Kanagawa,2,45,45,10,7.130089999999999,2.0565
Summoner Wars  Guild Dwarves vs Cave Goblins,2,30,30,9,7.59462,2.2353
Space Hulk  Death Angel \u2013 The Card Game,1,30,60,13,6.992660000000001,2.4132
Z\u00c8RTZ,2,30,60,9,7.30158,2.72
Blue Moon City,2,30,50,14,7.0441699999999985,2.2978
Combat Commander  Pacific,2,180,180,12,8.07483,3.2102
Union Pacific,2,90,90,12,7.21992,2.5508
Wits & Wagers  Deluxe Edition,3,25,25,10,6.943219999999998,1.2193
Jambo,2,45,45,12,7.023689999999998,2.0721
Finca,2,45,45,10,7.07272,2.0828
Friedrich Jubil\u00e4umsedition,3,210,210,12,7.54984,3.1554
Caverna  Cave vs Cave,1,20,40,10,7.2408199999999985,2.5417
Reef Encounter,2,60,120,10,7.13945,3.6778
XCOM  The Board Game,1,60,120,14,7.0743399999999985,2.8968
Lords of Xidit,3,90,90,14,7.166760000000001,2.6159
Spyrium,2,75,75,12,7.1002100000000015,2.8927
Smash Up  Science Fiction Double Feature,2,30,45,12,7.33131,2.3067
Age of Industry,2,120,120,13,7.3917199999999985,3.3636
Tessellation,2,20,20,5,6.8963800000000015,1.7784
Bridge,4,60,60,12,7.46962,3.8571
Concordia Venus,2,60,120,12,8.34548,3.2
Take 6!,2,45,45,8,6.90108,1.2162
Red7,2,5,30,9,6.95558,1.6762
FUSE,1,10,10,10,7.08472,1.6852
Hyperborea,2,50,150,14,7.23906,3.1736
Between Two Castles of Mad King Ludwig,2,45,60,10,7.41068,2.2586
Cribbage,2,30,30,10,7.0396600000000005,1.9023
Carcassonne  The City,2,30,45,8,7.203869999999998,2.2628
Ex Libris,1,45,45,10,7.240469999999998,2.5529
Oh My Goods!,2,30,30,10,7.0152,2.2701
Outlive,2,40,110,14,7.43606,2.9787
Scoville,2,60,90,13,7.170210000000001,2.7834
Heroscape Master Set  Swarm of the Marro,2,60,60,8,7.62073,2.2478
Homesteaders,2,90,90,12,7.25847,3.0478
The Traders of Genoa,2,60,120,12,7.09024,3.085
High Society,3,15,30,10,6.99755,1.5065
Tragedy Looper,2,120,120,13,7.26311,3.5114
Maharaja  The Game of Palace Building in India,2,90,90,12,7.13585,3.1743
San Marco,3,90,90,10,7.1755,2.6837
Ca$h 'n Guns (Second Edition),4,30,30,10,6.92978,1.261
Not Alone,2,30,45,10,7.06261,1.9453
Web of Power,3,50,60,12,7.3042,2.4493
Santiago,3,75,75,10,7.11983,2.4898
Akrotiri,2,45,45,13,7.29603,2.6522
The Palaces of Carrara,2,60,60,10,7.207510000000001,2.6124
Thunderstone,1,60,60,12,6.95507,2.5016
Ascension  Storm of Souls,1,30,30,13,7.31608,2.3243
Adrenaline,3,30,60,12,7.11924,2.303
Pipeline,2,60,120,12,7.770689999999999,3.8358
Louis XIV,2,75,100,12,7.07614,3.0055
Core Worlds,2,60,120,10,7.1962100000000015,2.8924
Ricochet Robots,1,30,30,10,7.00674,2.4283
Hawaii,2,90,90,13,7.183089999999999,2.9049
Perudo,2,15,30,8,6.9118,1.2612
Celestia,2,30,30,8,7.0232600000000005,1.3226
Last Night on Earth  The Zombie Game,2,60,90,12,6.95901,2.2926
Polis  Fight for the Hegemony,2,90,120,12,7.67765,3.6468
Tiny Epic Quest,1,30,60,14,7.12494,2.6237
Marvel Dice Masters  Uncanny X-Men,2,60,60,14,7.25103,2.375
Thunder Alley,2,90,90,10,7.33944,2.3817
Container,3,60,90,12,7.14163,3.252
Legacy  The Testament of Duke de Crecy,1,60,60,8,7.18641,2.7097
Fugitive,2,5,20,10,7.284219999999999,1.7115
Dungeons & Dragons  Wrath of Ashardalon Board Game,1,60,60,12,7.15988,2.6259
The Pursuit of Happiness,1,60,90,12,7.255210000000001,2.439
Britannia,3,180,300,12,7.2029,3.1692
Flick 'em Up!,2,30,45,7,6.99827,1.3333
The Others,2,90,90,14,7.4308,3.0444
Roll Through the Ages  The Bronze Age,1,30,45,8,6.8856899999999985,1.7791
Pictomania,3,25,25,9,7.305239999999999,1.5192
Crusaders  Thy Will Be Done,2,40,60,14,7.629580000000002,2.4459
Camel Up (Second Edition),3,30,45,8,7.7552,1.4651
The Castles of Burgundy  The Card Game,1,30,60,12,7.07924,2.531
My Little Scythe,1,45,60,8,7.43863,2.0
Tumblin-Dice,2,45,45,13,7.18111,1.0463
Morels,2,30,30,10,7.01599,1.7331
AuZtralia,1,30,120,13,7.49335,2.8901
Hollywood Blockbuster,2,60,60,10,7.0614300000000005,2.1122
Attika,2,45,60,10,7.007110000000001,2.3725
Forbidden Island \u7981\u5fcc\u4e4b\u5c9b,2,30,30,10,6.80747,1.7404
Fantasy Realms,3,20,20,14,7.3597,1.7736
Signorie,2,90,120,12,7.454269999999998,3.5659
Ascension  Return of the Fallen,1,30,30,13,7.30483,2.1842
Lanterns  The Harvest Festival,2,30,30,8,6.93964,1.561
CO\u2082,1,120,120,12,7.1898100000000005,3.8684
Sid Meier's Civilization  A New Dawn,2,60,120,14,7.338419999999998,3.055
BattleCON  War of Indines,2,30,30,9,7.76986,2.75
Legendary Encounters  A Predator Deck Building Game,1,45,45,17,7.50245,2.7206
Dogs of War,3,75,75,14,7.49004,2.6627
Concept,4,40,40,10,6.8632100000000005,1.4078
Star Wars  The Queen's Gambit,2,120,120,12,7.5514100000000015,2.4923
\u30ad\u30e3\u30d7\u30c6\u30f3\u30fb\u30ea\u30ce,2,5,15,5,6.96099,1.0314
5-Minute Dungeon,2,5,30,8,7.14733,1.1094
Discoveries  The Journals of Lewis and Clark,2,60,60,14,7.11733,2.3697
Incan Gold,3,30,30,8,6.82428,1.1099
Antike,2,120,120,12,7.0906600000000015,2.9921
La Citt\u00e0,2,120,120,12,7.0500300000000005,3.2739
Thunderstone  Dragonspire,1,45,45,12,7.35303,2.7094
The City of Kings,1,45,180,14,7.930989999999999,3.0769
Tammany Hall,3,90,90,12,7.24632,2.7952
Feudum,2,80,180,12,7.6518,4.548
Can't Stop!,2,30,30,9,6.8559800000000015,1.1595
Snow Tails,2,45,60,10,6.9805199999999985,2.0471
Zooloretto,2,45,45,8,6.84543,1.8605
Skull King,2,30,30,8,7.3174899999999985,1.7975
Unfair,2,50,125,14,7.3647399999999985,2.6575
Smash Up  Pretty Pretty Smash Up,2,45,45,14,7.313560000000002,2.1538
Stronghold,2,120,120,10,7.19423,3.6833
Wasteland Express Delivery Service,2,90,120,13,7.49677,2.8841
Fabled Fruit,2,20,30,8,7.07435,1.5824
Zombicide Season 3  Rue Morgue,1,60,60,14,7.59042,2.5147
Merchant of Venus (second edition),1,120,240,14,7.1816,3.0787
Smash Up  Monster Smash,2,30,45,12,7.3438,2.3
The Speicherstadt,2,45,45,8,7.04502,2.2701
A Fake Artist Goes to New York,5,20,20,8,7.167389999999998,1.1493
Mahjong,3,120,120,8,7.02274,2.5622
Space Hulk (fourth edition),2,60,60,12,7.98585,2.6974
Dungeons & Dragons  Castle Ravenloft Board Game,1,60,60,12,6.9717,2.5095
Mint Works,1,10,20,13,7.10435,1.6489
Automobiles,2,45,75,10,7.36567,2.1607
History of the World,3,135,270,12,7.123710000000001,2.781
Netrunner,2,45,45,10,7.451460000000001,2.9223
Rex  Final Days of an Empire,3,120,180,14,7.10853,3.2683
Mr. Jack Pocket,2,15,15,14,6.93095,1.8197
878 Vikings  Invasions of England,2,60,120,12,7.56965,2.6056
Catacombs (Third Edition),2,60,90,14,7.57857,2.2941
Tide of Iron,2,120,120,12,7.21628,3.4633
Wiz-War (eighth edition),2,30,60,14,7.07675,2.3136
Manilla,3,60,60,10,6.996810000000001,2.0347
Wilderness War,2,180,180,12,7.72263,3.2944
Gentes,1,90,90,12,7.529160000000001,3.2208
Gold West,2,45,60,13,7.43403,2.4638
Warhammer 40,2,45,45,14,7.37553,3.04
Vinci,3,90,90,14,7.09813,2.7826
Battles of Westeros,2,60,120,12,7.31163,3.2
Qwixx,2,15,15,8,6.888439999999999,1.1272
Pandemic  Rising Tide,2,45,45,8,7.67998,2.4595
Whitehall Mystery,2,45,60,13,7.6711399999999985,2.1667
Disney Villainous,2,50,50,10,7.074319999999998,2.3839
A Study in Emerald,2,90,90,13,7.19975,3.4353
Valley of the Kings,2,45,45,14,7.07453,2.1905
Batman  Gotham City Chronicles,2,60,90,14,8.00606,3.6184
World's Fair 1893,2,35,45,10,7.228910000000001,1.9726
Mr. Jack in New York,2,30,30,14,7.26178,2.5467
Cottage Garden,1,45,60,8,6.94303,1.8917
Black Fleet,3,60,60,14,7.03192,1.9495
Rhino Hero  Super Battle,2,10,20,5,7.30163,1.0909
Princes of the Renaissance,3,180,180,12,7.39883,3.5149
Star Trek  Frontiers,1,60,240,14,7.9421,4.2895
Wizard,3,45,45,10,6.90689,1.7407
Kitchen Rush,1,30,45,12,7.4420899999999985,2.175
The Lost Expedition,1,30,50,14,7.131010000000002,1.8426
Villagers,1,30,60,10,7.49764,2.2742
Fog of Love,2,60,120,17,7.12045,2.2703
New Frontiers,2,45,75,14,7.70735,2.8298
DC Comics Deck-Building Game,2,45,45,15,7.0347300000000015,2.008
Qwirkle Travel,2,45,45,6,6.78722,1.6375
Battle Cry,2,45,45,10,7.1646100000000015,2.1046
\u30d1\u30ec\u30fc\u30c9,2,45,45,12,6.94993,1.4821
Loony Quest,2,20,30,8,6.98244,1.1973
Islebound,2,60,120,13,7.22732,2.7188
Metropolys,2,45,45,8,7.03285,2.2119
Firenze,2,60,60,12,7.28333,2.5425
Fields of Green,2,45,45,12,7.2162,2.6
The Estates,2,40,60,10,7.5326,2.3333
Hadara,2,45,60,10,7.51244,2.2128
The Rivals for Catan,2,45,120,10,6.99959,2.3294
The Bloody Inn,1,30,60,14,6.96782,2.3719
Winner's Circle,2,45,60,10,6.97888,1.608
The Big Book of Madness,2,60,90,12,7.003419999999998,2.7063
Massive Darkness,1,120,120,14,7.3201,2.531
Meeple Circus,2,45,45,8,7.1421600000000005,1.4074
Shadowrun  Crossfire,1,30,60,13,7.18385,2.8188
Majesty  For the Realm,2,20,40,7,7.03591,1.7207
China,3,45,45,12,7.00289,2.2878
Railroad Revolution,2,45,90,12,7.3795899999999985,3.25
A Distant Plain,1,180,300,12,7.90833,3.8167
Tak  University Edition,2,20,60,12,7.7302300000000015,2.4468
Terror in Meeple City,2,45,45,8,6.8769300000000015,1.4795
Via Nebula,2,45,60,12,7.0925600000000015,2.2022
Treasure Island,2,45,45,10,7.32678,2.2432
Cthulhu  Death May Die,1,90,120,14,8.113,2.3279
Smash Up,2,45,45,12,6.78095,2.0557
When I Dream,4,20,40,8,7.1524899999999985,1.087
Level 7 [Omega Protocol],2,60,90,14,7.497039999999998,3.0879
Black Angel,1,60,120,12,7.55463,3.8085
Zendo,3,60,60,8,7.26329,2.5446
Dale of Merchants  The Guild of Extraordinary Traders,2,30,30,10,7.20175,2.0652
Empire of the Sun,1,360,360,12,8.07245,4.2361
Ticket to Ride  Rails & Sails,2,60,120,10,7.403760000000001,2.6136
Pr\u00eat-\u00e0-Porter,2,90,90,10,7.368989999999998,3.6131
Legend of the Five Rings  The Card Game,2,45,90,14,7.64744,3.9767
Nations  The Dice Game,1,20,40,14,6.97611,2.0197
Hey,2,20,20,8,6.72317,1.4617
Fauna,2,45,60,8,7.04373,1.4839
1812  The Invasion of Canada,2,90,90,10,7.35752,2.1774
Yggdrasil,1,90,90,13,7.0670199999999985,2.5917
Sprawlopolis,1,15,20,8,7.48111,1.7925
NMBR 9,1,20,20,8,6.95572,1.1829
Domaine,2,60,60,12,7.00709,2.7171
Witness,4,15,15,13,7.313239999999999,1.4915
No Retreat! The Russian Front,1,360,360,12,7.835839999999999,3.1210000000000004
Palm Island,1,15,15,10,7.4306899999999985,1.7358
Tales & Games  The Hare & the Tortoise,2,15,20,7,7.10425,1.4034
Werewords,4,10,10,8,7.21442,1.1316
Eight-Minute Empire  Legends,2,16,32,13,6.99874,1.9884
The Grimm Forest,2,45,60,14,7.20315,1.8676
Manoeuvre,2,60,60,10,7.304239999999999,2.1084
Axis & Allies Anniversary Edition,2,360,360,12,7.428730000000002,3.117
Sons of Anarchy  Men of Mayhem,3,90,90,13,7.34265,2.5417
Diamonds  Second Edition,2,20,30,8,6.956739999999999,1.5625
Azul  Summer Pavilion,2,30,45,8,7.85394,2.0256
Ninjato,2,60,60,12,7.22372,2.7622
Warhammer Quest,1,120,120,12,7.42022,2.6845
Quarriors! Dice-Building Game Set-up Box,2,30,30,14,6.77296,1.9665
Vanuatu,2,90,90,12,7.2326,3.3281
Shogun,2,240,360,12,7.02468,2.9461
Honsh\u016b,2,30,30,8,7.0191300000000005,1.9524
Dice Town,2,45,45,10,6.85837,1.6792
Conflict of Heroes  Storms of Steel! \u2013 Kursk 1943,1,120,120,12,7.72377,3.109
Quartermaster General WW2,2,90,90,12,7.38174,2.3088
Steam Park,2,60,60,10,6.90539,2.0980000000000003
Ambush!,1,240,240,12,7.41706,3.2491
Witch's Brew,3,45,45,9,7.03373,1.8675
Linko!,2,20,20,10,7.01496,1.401
\u03a0\u03b1\u03b3\u03bf\u03b4\u03c1\u03bf\u03bc\u03af\u03b5\u03c2,2,30,30,6,6.85917,1.02
Pathfinder Adventure Card Game  Skull & Shackles \u2013 Base Set,1,90,90,13,7.34841,2.9651
Lord of the Rings,2,60,90,12,6.752999999999999,2.5717
CO\u2082  Second Chance,1,60,120,12,7.72265,4.0481
Caylus Magna Carta,2,45,75,10,6.92577,2.8691
Ursuppe,3,90,90,12,6.95045,2.7302
Runebound (Second Edition),2,120,240,12,6.88272,2.6806
Two Rooms and a Boom,6,7,20,8,7.02889,1.4228
Risk  Star Wars Edition,2,30,45,10,7.08604,1.848
Heroes of Land,1,120,180,14,7.7446199999999985,3.2222
Automania,2,60,90,12,7.35687,2.7229
Power Grid  Factory Manager,2,60,60,12,6.86695,2.9915
Wendake,1,60,120,14,7.674360000000001,3.5811
Loopin' Louie,2,10,10,4,6.80725,1.0519
For the People,2,360,360,12,7.74114,3.653
Haggis,2,45,45,13,6.98711,2.1225
Condottiere,2,45,45,14,6.80692,1.9613
Container  10th Anniversary Jumbo Edition!,3,75,90,13,7.777660000000001,3.0
Peloponnes,1,45,45,10,7.13197,2.3843
Falling Sky  The Gallic Revolt Against Caesar,1,180,360,14,7.94764,4.0112
Vikings Gone Wild,2,45,90,10,7.2816,2.2045
Animal Upon Animal,2,15,15,4,6.83648,1.0464
Unlock! Squeek & Sausage,1,45,75,10,7.253039999999999,2.2105
Hannibal & Hamilcar,2,40,200,12,8.44927,3.8889
Point Salad,2,15,30,14,7.3475800000000016,1.1739
Fleet,2,30,45,10,6.94155,2.2391
Watson & Holmes  From the Diaries of 221B,2,45,75,12,7.38857,2.2222
Trains  Rising Sun,2,45,45,12,7.49896,2.4355
Planet Steam,2,90,180,14,7.16657,3.7546
Mottainai Mini,2,15,30,13,7.0449600000000006,3.0652
Hamburgum,2,75,75,12,7.057930000000002,3.0786
Blueprints,2,30,30,14,6.86192,1.6875
Shadow Hunters,4,60,60,10,6.82475,1.8235
Hansa,2,60,60,10,6.88329,2.3475
Istanbul  The Dice Game,2,20,40,8,7.201860000000001,1.7708
Keythedral,2,60,90,8,7.0705300000000015,2.8527
Coconuts,2,20,20,6,7.05731,1.0441
Star Wars  X-Wing (Second Edition),2,30,45,14,8.43147,3.0526
Strasbourg,3,60,60,12,7.17264,2.7322
Dream Home,2,30,30,7,6.94101,1.6545
Fortune and Glory  The Cliffhanger Game,1,90,240,12,7.09725,2.8739
Andean Abyss,1,360,360,12,7.591839999999999,3.7514
Ultimate Werewolf  Ultimate Edition,5,30,90,8,7.04288,1.4968
Mission  Red Planet,3,60,60,10,6.93095,2.3177
Libert\u00e9,3,90,90,14,7.15113,3.3116
La Isla,2,30,60,10,6.90275,2.2562
Escape Room  The Game,3,60,60,16,7.14335,2.1724
Merchant of Venus,1,180,180,12,7.15584,2.8345
Catacombs,2,30,60,12,7.1029100000000005,1.9463
Railroad Ink  Blazing Red Edition,1,20,30,8,7.223439999999999,1.4444
Ticket to Ride  New York,2,10,15,8,7.0765699999999985,1.2791
Hacienda,2,60,90,10,6.94682,2.6303
City of the Big Shoulders,2,120,180,14,8.134789999999999,3.9054
Whistle Stop,2,75,75,13,7.1692800000000005,2.8281
Julius Caesar,2,120,120,12,7.76608,2.4459
The Settlers of Catan Card Game,2,60,120,10,6.73216,2.4534
Thunderbolt Apache Leader,1,90,90,12,8.06601,3.1478
Seven Seas Guildhall,2,30,45,10,6.95677,2.0694
Tsuro,2,15,15,8,6.67823,1.2408
Empires of the Void II,2,90,180,13,7.594010000000001,3.4058
Plague Inc.  The Board Game,1,60,60,14,7.5929600000000015,2.1507
GIPF mini,2,30,60,9,7.10668,2.7678
Java,2,120,120,12,7.01595,3.4044
A Game of Thrones  The Card Game,2,60,120,12,6.8754100000000005,3.2526
Hardback,1,45,90,10,7.397089999999999,2.1389
The Golden Ages,2,90,90,12,7.29063,2.9304
Carcassonne  South Seas,2,35,35,8,7.11892,1.8905
Eat Poop You Cat,3,20,20,0,7.48327,1.113
\u5996\u7cbe\u5947\u8b5a,2,30,30,10,6.74229,1.7648
Cerebria  The Inside World,1,60,120,14,7.88495,4.3203
Deep Space D-6,1,30,30,10,7.34186,1.6441
Rallyman,1,45,45,9,7.23781,2.1626
Fief  France 1429,3,120,240,13,7.45771,3.7714
\u7d10\u7d04 1901,2,30,60,8,6.87093,2.0562
Lovecraft Letter,2,5,15,10,7.23365,1.35
Battle for Rokugan,2,60,90,14,7.5035,2.7885
Dawn of the Zeds (Third edition),1,90,120,14,8.24469,3.7273
Shards of Infinity,2,30,30,10,7.527760000000002,2.0345
Santiago de Cuba,2,40,75,10,6.9306,2.1542
Arkadia,2,45,60,10,6.92338,2.5734
Medina,3,60,60,10,7.05855,2.7955
Three Kingdoms Redux,3,135,165,14,7.952210000000001,4.0
Winning Together,2,20,20,8,6.86805,1.9761
Titan  The Arena,2,40,60,8,6.780010000000001,2.0206
Heroes of Normandie,2,30,60,14,7.50312,2.75
Kraftwagen  V6 Edition,2,75,75,10,7.28238,2.85
The Prodigals Club,2,40,100,14,7.33807,3.1538
Smash Up  It's Your Fault!,2,45,60,14,7.5880899999999984,2.0
Cleopatra and the Society of Architects,3,60,60,10,6.80634,2.2859
A Touch of Evil  The Supernatural Game,2,60,120,12,6.9638100000000005,2.5569
Viceroy,1,45,60,13,6.85925,2.6429
Time of Crisis  The Roman Empire in Turmoil,2,120,180,14,7.6520800000000015,2.875
Rise of Augustus,2,30,30,8,6.7518,1.632
Glen More II  Chronicles,2,90,120,12,8.10453,3.1633
